,time,confidence
383,2018.09.04 17:00,0.8
384,2018.09.04 17:00,0.6
385,2018.09.06 15:15,0.65
386,2018.09.06 15:30,0.8
387,2018.09.06 16:45,0.6
388,2018.09.06 17:00,0.8
389,2018.09.06 17:00,0.6
390,2018.09.06 18:00,0.6
391,2018.09.07 15:30,0.8
392,2018.09.07 15:30,0.8
393,2018.09.11 17:00,0.65
394,2018.09.12 15:30,0.8
395,2018.09.12 17:30,0.65
396,2018.09.12 20:03,0.5
397,2018.09.13 15:30,0.1
398,2018.09.13 15:30,0.5
399,2018.09.13 15:30,0.8
400,2018.09.13 15:30,0.5
401,2018.09.13 15:30,0.8
402,2018.09.13 15:30,0.8
403,2018.09.13 20:00,0.5
404,2018.09.14 15:30,0.5
405,2018.09.14 15:30,0.8
406,2018.09.19 17:30,0.6
407,2018.09.20 15:30,0.8
408,2018.09.20 15:30,0.8
409,2018.09.20 17:00,0.6
410,2018.09.21 16:45,0.8
411,2018.09.21 16:45,0.6
412,2018.09.25 17:00,0.8
413,2018.09.26 17:00,0.6
414,2018.09.26 17:30,0.65
415,2018.09.26 21:00,0.5
416,2018.09.26 21:30,0.5
417,2018.09.27 15:30,0.85
418,2018.09.27 15:30,0.6
419,2018.09.27 15:30,0.6
420,2018.09.27 15:30,0.8
421,2018.09.27 23:30,0.5
422,2018.09.28 15:30,0.8
423,2018.09.28 15:30,0.8
424,2018.09.28 16:45,0.6
425,2018.10.01 16:45,0.6
426,2018.10.01 17:00,0.65
427,2018.10.01 17:00,0.65
428,2018.10.02 19:45,0.5
429,2018.10.03 15:15,0.8
430,2018.10.03 16:45,0.6
431,2018.10.03 17:00,0.65
432,2018.10.03 17:00,0.8
433,2018.10.03 17:30,0.8
434,2018.10.03 23:00,0.5
435,2018.10.04 15:30,0.6
436,2018.10.05 15:30,0.8
437,2018.10.05 15:30,0.8
438,2018.10.10 15:30,0.8
439,2018.10.10 20:00,0.6
440,2018.10.11 15:30,0.8
441,2018.10.11 15:30,0.5
442,2018.10.11 15:30,0.8
443,2018.10.11 15:30,0.6
444,2018.10.11 15:30,0.9
445,2018.10.11 15:30,0.8
446,2018.10.11 18:00,0.6
447,2018.10.11 20:00,0.6
448,2018.10.15 15:30,0.8
449,2018.10.15 15:30,0.8
450,2018.10.16 17:00,0.8
451,2018.10.17 17:30,0.8
452,2018.10.18 15:30,0.8
453,2018.10.18 15:30,0.6
454,2018.10.19 17:00,0.65
455,2018.10.24 16:45,0.8
456,2018.10.24 16:45,0.6
457,2018.10.24 17:00,0.8
458,2018.10.24 17:30,0.8
459,2018.10.25 15:30,0.9
460,2018.10.25 15:30,0.6
461,2018.10.26 15:30,0.65
462,2018.10.29 15:30,0.9
463,2018.10.29 15:30,0.5
464,2018.10.30 17:00,0.8
465,2018.10.31 15:15,0.8
466,2018.10.31 16:45,0.65
467,2018.10.31 17:30,0.8
468,2018.11.01 15:30,0.6
469,2018.11.01 16:45,0.6
470,2018.11.01 17:00,0.8
471,2018.11.01 17:00,0.6
472,2018.11.02 15:30,0.9
473,2018.11.02 15:30,0.5
474,2018.11.05 17:45,0.8
475,2018.11.05 18:00,0.65
476,2018.11.05 18:00,0.6
477,2018.11.06 18:00,0.8
478,2018.11.06 21:00,0.5
479,2018.11.07 18:30,0.8
480,2018.11.07 21:00,0.6
481,2018.11.08 16:30,0.5
482,2018.11.08 22:00,0.5
483,2018.11.09 16:30,0.9
484,2018.11.14 16:30,0.5
485,2018.11.14 16:30,0.5
486,2018.11.14 16:30,0.5
487,2018.11.14 16:30,0.8
488,2018.11.14 16:30,0.8
489,2018.11.15 02:00,0.5
490,2018.11.15 16:30,0.9
491,2018.11.15 16:30,0.8
492,2018.11.15 16:30,0.6
493,2018.11.15 16:30,0.85
494,2018.11.15 19:00,0.6
495,2018.11.15 19:30,0.5
496,2018.11.21 16:30,0.8
497,2018.11.21 16:30,0.6
498,2018.11.21 18:00,0.6
499,2018.11.21 18:30,0.6
500,2018.11.23 17:45,0.65
501,2018.11.23 17:45,0.6
502,2018.11.27 18:00,0.65
503,2018.11.28 16:30,0.8
504,2018.11.28 18:00,0.65
505,2018.11.28 18:30,0.6
506,2018.11.28 20:00,0.5
507,2018.11.29 16:30,0.8
508,2018.11.29 16:30,0.65
509,2018.11.29 16:30,0.5
510,2018.11.30 17:45,0.8
511,2018.12.03 17:45,0.6
512,2018.12.03 18:00,0.8
513,2018.12.03 18:00,0.8
514,2018.12.06 16:15,0.8
515,2018.12.06 16:30,0.6
516,2018.12.06 17:45,0.65
517,2018.12.06 18:00,0.75
518,2018.12.06 18:00,0.8
519,2018.12.06 19:00,0.8
520,2018.12.07 02:45,0.5
521,2018.12.07 16:30,0.8
522,2018.12.07 16:30,0.8
523,2018.12.10 18:00,0.8
524,2018.12.11 16:30,0.5
525,2018.12.12 16:30,0.5
526,2018.12.12 16:30,0.5
527,2018.12.12 16:30,0.5
528,2018.12.12 16:30,0.5
529,2018.12.12 16:30,0.9
530,2018.12.12 18:30,0.6
531,2018.12.12 21:00,0.6
532,2018.12.13 16:30,0.8
533,2018.12.13 21:00,0.5
534,2018.12.14 16:30,0.8
535,2018.12.14 16:30,0.8
536,2018.12.14 17:45,0.65
537,2018.12.14 17:45,0.6
538,2018.12.19 18:00,0.75
539,2018.12.19 18:30,0.6
540,2018.12.19 22:00,0.5
541,2018.12.19 22:30,0.5
542,2018.12.20 16:30,0.6
543,2018.12.20 16:30,0.8
544,2018.12.21 16:30,0.5
545,2018.12.21 16:30,0.8
546,2018.12.21 16:30,0.8
547,2018.12.21 18:00,0.5
548,2018.12.21 18:00,0.5
549,2018.12.27 16:30,0.6
550,2018.12.27 18:00,0.8
551,2018.12.28 17:45,0.8
552,2018.12.28 19:00,0.6
553,2019.01.02 17:45,0.6
554,2019.01.03 16:15,0.8
555,2019.01.03 16:30,0.65
556,2019.01.03 18:00,0.65
557,2019.01.03 18:00,0.65
558,2019.01.04 16:30,0.5
559,2019.01.04 16:30,0.9
560,2019.01.04 16:30,0.8
561,2019.01.04 17:45,0.8
562,2019.01.04 18:15,0.5
563,2019.01.04 19:00,0.8
564,2019.01.07 18:00,0.65
565,2019.01.07 18:00,0.6
566,2019.01.08 18:00,0.6
567,2019.01.09 18:30,0.6
568,2019.01.09 21:00,0.6
569,2019.01.10 16:30,0.8
570,2019.01.10 20:45,0.5
571,2019.01.10 21:00,0.5
572,2019.01.11 16:30,0.5
573,2019.01.11 16:30,0.5
574,2019.01.11 16:30,0.9
575,2019.01.11 16:30,0.5
576,2019.01.11 16:30,0.8
577,2019.01.15 16:30,0.8
578,2019.01.16 18:30,0.8
579,2019.01.17 16:30,0.8
580,2019.01.17 16:30,0.85
581,2019.01.22 18:00,0.65
582,2019.01.24 16:30,0.8
583,2019.01.24 17:45,0.65
584,2019.01.24 17:45,0.8
585,2019.01.24 19:00,0.8
586,2019.01.29 18:00,0.8
587,2019.01.30 16:15,0.6
588,2019.01.30 18:30,0.6
589,2019.01.30 22:00,0.5
590,2019.01.30 22:30,0.5
591,2019.01.31 16:30,0.8
592,2019.01.31 17:45,0.65
593,2019.01.31 18:00,0.8
594,2019.02.01 16:30,0.8
595,2019.02.01 16:30,0.8
596,2019.02.01 16:30,0.8
597,2019.02.01 17:45,0.5
598,2019.02.01 18:00,0.65
599,2019.02.01 18:00,0.8
600,2019.02.05 17:45,0.5
601,2019.02.05 18:00,0.6
602,2019.02.05 18:00,0.6
603,2019.02.06 18:30,0.6
604,2019.02.06 21:00,0.5
605,2019.02.07 03:00,0.5
606,2019.02.07 16:30,0.6
607,2019.02.07 21:00,0.5
608,2019.02.12 18:00,0.8
609,2019.02.12 19:00,0.5
610,2019.02.12 20:45,0.5
611,2019.02.13 16:30,0.5
612,2019.02.13 16:30,0.5
613,2019.02.13 16:30,0.9
614,2019.02.13 16:30,0.5
615,2019.02.13 16:30,0.8
616,2019.02.13 18:30,0.6
617,2019.02.14 16:30,0.8
618,2019.02.14 16:30,0.6
619,2019.02.14 16:30,0.8
620,2019.02.14 16:30,0.8
621,2019.02.21 16:30,0.8
622,2019.02.21 16:30,0.5
623,2019.02.21 16:30,0.9
624,2019.02.21 17:45,0.6
625,2019.02.21 17:45,0.8
626,2019.02.21 18:00,0.65
627,2019.02.21 19:00,0.65
628,2019.02.26 17:45,0.5
629,2019.02.26 18:00,0.6
630,2019.02.27 18:00,0.5
631,2019.02.27 18:30,0.8
632,2019.02.28 16:30,0.6
633,2019.02.28 16:30,0.8
634,2019.02.28 17:45,0.8
635,2019.03.01 04:15,0.5
636,2019.03.01 16:30,0.9
637,2019.03.01 16:30,0.8
638,2019.03.01 17:45,0.6
639,2019.03.01 18:00,0.6
640,2019.03.01 18:00,0.65
641,2019.03.05 17:45,0.6
642,2019.03.05 18:00,0.8
643,2019.03.05 18:00,0.6
644,2019.03.05 18:00,0.65
645,2019.03.06 16:15,0.65
646,2019.03.06 18:30,0.8
647,2019.03.07 16:30,0.8
648,2019.03.08 16:30,0.5
649,2019.03.08 16:30,0.8
650,2019.03.08 16:30,0.6
651,2019.03.09 06:00,0.5
652,2019.03.11 02:00,0.5
653,2019.03.11 15:30,0.85
654,2019.03.11 15:30,0.5
655,2019.03.12 02:00,0.5
656,2019.03.12 15:30,0.5
657,2019.03.12 15:30,0.6
658,2019.03.12 15:30,0.6
659,2019.03.12 15:30,0.5
660,2019.03.12 15:30,0.8
661,2019.03.12 20:00,0.5
662,2019.03.13 15:30,0.5
663,2019.03.13 15:30,0.8
664,2019.03.13 17:30,0.8
665,2019.03.13 20:00,0.5
666,2019.03.14 15:30,0.6
667,2019.03.14 17:00,0.65
668,2019.03.15 17:00,0.8
669,2019.03.20 17:30,0.8
670,2019.03.20 21:00,0.5
671,2019.03.20 21:30,0.5
672,2019.03.21 15:30,0.85
673,2019.03.21 15:30,0.6
674,2019.03.22 16:45,0.6
675,2019.03.22 16:45,0.6
676,2019.03.22 17:00,0.8
677,2019.03.26 17:00,0.65
678,2019.03.27 17:30,0.65
679,2019.03.28 15:30,0.8
680,2019.03.28 15:30,0.8
681,2019.03.28 15:30,0.8
682,2019.03.29 15:30,0.5
683,2019.03.29 15:30,0.6
684,2019.03.29 16:45,0.6
685,2019.03.29 17:00,0.8
686,2019.04.01 15:30,0.8
687,2019.04.01 15:30,0.8
688,2019.04.01 16:45,0.6
689,2019.04.01 17:00,0.8
690,2019.04.01 17:00,0.6
691,2019.04.02 15:30,0.8
692,2019.04.03 15:15,0.8
693,2019.04.03 16:45,0.8
694,2019.04.03 17:00,0.6
695,2019.04.03 17:00,0.6
696,2019.04.03 17:30,0.8
697,2019.04.04 15:30,0.8
698,2019.04.05 15:30,0.8
699,2019.04.05 15:30,0.8
700,2019.04.09 17:00,0.6
701,2019.04.10 15:30,0.5
702,2019.04.10 15:30,0.8
703,2019.04.10 15:30,0.8
704,2019.04.10 15:30,0.6
705,2019.04.10 15:30,0.9
706,2019.04.10 17:30,0.6
707,2019.04.10 20:00,0.5
708,2019.04.11 15:30,0.8
709,2019.04.11 15:30,0.9
710,2019.04.11 20:00,0.5
711,2019.04.17 17:30,0.6
712,2019.04.18 15:30,0.9
713,2019.04.18 15:30,0.8
714,2019.04.18 15:30,0.9
715,2019.04.18 15:30,0.8
716,2019.04.18 16:45,0.6
717,2019.04.18 16:45,0.6
718,2019.04.22 17:00,0.6
719,2019.04.23 17:00,0.8
720,2019.04.24 17:30,0.6
721,2019.04.25 15:30,0.8
722,2019.04.25 15:30,0.8
723,2019.04.26 15:30,0.8
724,2019.04.29 15:30,0.5
725,2019.04.29 15:30,0.6
726,2019.04.30 16:45,0.65
727,2019.04.30 17:00,0.8
728,2019.05.01 15:15,0.8
729,2019.05.01 16:45,0.8
730,2019.05.01 17:00,0.65
731,2019.05.01 17:00,0.8
732,2019.05.01 17:30,0.8
733,2019.05.01 21:00,0.5
734,2019.05.01 21:30,0.5
735,2019.05.02 15:30,0.8
736,2019.05.03 15:30,0.85
737,2019.05.03 15:30,0.6
738,2019.05.03 15:30,0.8
739,2019.05.03 16:45,0.6
740,2019.05.03 17:00,0.65
741,2019.05.03 17:00,0.6
742,2019.05.07 17:00,0.8
743,2019.05.08 17:30,0.8
744,2019.05.08 20:00,0.5
745,2019.05.09 15:30,0.8
746,2019.05.09 15:30,0.6
747,2019.05.09 15:30,0.5
748,2019.05.09 20:00,0.5
749,2019.05.10 15:30,0.5
750,2019.05.10 15:30,0.5
751,2019.05.10 15:30,0.8
752,2019.05.10 15:30,0.8
753,2019.05.10 15:30,0.8
754,2019.05.15 15:30,0.5
755,2019.05.15 15:30,0.8
756,2019.05.15 17:30,0.6
757,2019.05.16 15:30,0.8
758,2019.05.16 15:30,0.8
759,2019.05.21 02:00,0.5
760,2019.05.21 17:00,0.6
761,2019.05.22 17:30,0.65
762,2019.05.23 15:30,0.6
763,2019.05.23 16:45,0.6
764,2019.05.23 16:45,0.65
765,2019.05.23 17:00,0.6
766,2019.05.24 15:30,0.8
767,2019.05.28 17:00,0.8
768,2019.05.30 15:30,0.6
769,2019.05.30 15:30,0.6
770,2019.05.30 18:00,0.8
771,2019.05.31 15:30,0.6
772,2019.05.31 15:30,0.9
773,2019.05.31 16:45,0.65
774,2019.06.03 16:45,0.6
775,2019.06.03 17:00,0.6
776,2019.06.03 17:00,0.6
777,2019.06.04 16:55,0.5
778,2019.06.05 15:15,0.8
779,2019.06.05 16:45,0.5
780,2019.06.05 17:00,0.6
781,2019.06.05 17:00,0.6
782,2019.06.05 17:30,0.65
783,2019.06.06 15:30,0.6
784,2019.06.07 15:30,0.8
785,2019.06.07 15:30,0.8
786,2019.06.10 17:00,0.6
787,2019.06.11 15:30,0.5
788,2019.06.12 15:30,0.5
789,2019.06.12 15:30,0.5
790,2019.06.12 15:30,0.8
791,2019.06.12 15:30,0.9
792,2019.06.12 15:30,0.8
793,2019.06.12 17:30,0.65
794,2019.06.12 20:00,0.5
795,2019.06.13 15:30,0.6
796,2019.06.13 20:00,0.6
797,2019.06.14 15:30,0.9
798,2019.06.14 15:30,0.9
799,2019.06.19 17:30,0.8
800,2019.06.19 21:00,0.5
801,2019.06.19 21:30,0.5
802,2019.06.20 15:30,0.65
803,2019.06.20 15:30,0.9
804,2019.06.21 16:45,0.5
805,2019.06.21 16:45,0.6
806,2019.06.21 17:00,0.75
807,2019.06.25 17:00,0.8
808,2019.06.25 17:00,0.65
809,2019.06.25 20:00,0.5
810,2019.06.26 15:30,0.6
811,2019.06.26 17:30,0.8
812,2019.06.27 15:30,0.8
813,2019.06.27 15:30,0.5
814,2019.06.27 15:30,0.6
815,2019.06.28 15:30,0.5
816,2019.06.28 15:30,0.8
817,2019.06.28 16:45,0.8
818,2019.07.01 16:45,0.8
819,2019.07.01 17:00,0.6
820,2019.07.01 17:00,0.6
821,2019.07.03 15:15,0.8
